week,country,nucleotide_diversity,sample_size,year_week
2024-09-15,Italy,0.0011170085765911007,332,2024-W37
2024-09-22,Italy,0.001144240381671506,348,2024-W38
2024-09-29,Italy,0.0011714721867519113,363,2024-W39
2024-10-06,Italy,0.0013978674017378313,337,2024-W40
2024-10-13,Italy,0.001703927980685957,294,2024-W41
2024-10-20,Italy,0.002009988559634083,251,2024-W42
2024-10-27,Italy,0.002316049138582209,208,2024-W43
2024-11-03,Italy,0.002445880631739318,175,2024-W44
2024-11-10,Italy,0.0021351394104188863,168,2024-W45
2024-11-17,Italy,0.001824398189098454,160,2024-W46
2024-11-24,Italy,0.001513656967778022,153,2024-W47
2024-12-01,Italy,0.00120291574645759,146,2024-W48
2024-12-08,Italy,0.0012900144252163395,152,2024-W49
2024-12-15,Italy,0.0013771131039750893,157,2024-W50
2024-12-22,Italy,0.0014642117827338389,163,2024-W51
2024-12-29,Italy,0.0015513104614925887,169,2024-W52
2025-01-05,Italy,0.0016493986806459667,155,2025-W01
2025-01-12,Italy,0.001755729055095316,126,2025-W02
2025-01-19,Italy,0.0018620594295446656,98,2025-W03
2025-01-26,Italy,0.001968389803994015,69,2025-W04
2020-03-01,Russia,1.2648349918071224e-4,146,2020-W09
2020-03-08,Russia,1.1357663216143028e-4,154,2020-W10
2020-03-15,Russia,1.0066976514214832e-4,162,2020-W11
2020-03-22,Russia,8.776289812286635e-5,170,2020-W12
2020-03-29,Russia,7.485603110358439e-5,178,2020-W13
2020-04-05,Russia,7.811946162988243e-5,184,2020-W14
2020-04-12,Russia,9.351061531536546e-5,191,2020-W15
2020-04-19,Russia,1.089017690008485e-4,197,2020-W16
2020-04-26,Russia,1.2429292268633155e-4,203,2020-W17
2020-05-03,Russia,1.4298828712761593e-4,202,2020-W18
2020-05-10,Russia,1.6994417845840373e-4,183,2020-W19
2020-05-17,Russia,1.9690006978919153e-4,165,2020-W20
2020-05-24,Russia,2.238559611199793e-4,146,2020-W21
2020-05-31,Russia,2.508118524507671e-4,128,2020-W22
2020-06-07,Russia,2.7538188557278047e-4,118,2020-W23
2020-06-14,Russia,2.9955427565999814e-4,109,2020-W24
2020-06-21,Russia,3.237266657472158e-4,101,2020-W25
2020-06-28,Russia,3.4789905583443347e-4,93,2020-W26
2020-07-05,Russia,4.0091551814902445e-4,85,2020-W27
2020-07-12,Russia,4.755650346341455e-4,77,2020-W28
2020-07-19,Russia,5.502145511192665e-4,69,2020-W29
2020-07-26,Russia,6.248640676043875e-4,62,2020-W30
2020-08-02,Russia,6.822015367612055e-4,64,2020-W31
2020-08-09,Russia,6.356667219482051e-4,124,2020-W32
2020-08-16,Russia,5.891319071352046e-4,184,2020-W33
2020-08-23,Russia,5.425970923222043e-4,244,2020-W34
2020-08-30,Russia,4.960622775092039e-4,304,2020-W35
2020-09-06,Russia,5.191337624328664e-4,296,2020-W36
2020-09-13,Russia,5.70047767251194e-4,260,2020-W37
2020-09-20,Russia,6.209617720695215e-4,225,2020-W38
2020-09-27,Russia,6.718757768878492e-4,189,2020-W39
2020-10-04,Russia,7.030952503932198e-4,178,2020-W40
2020-10-11,Russia,7.080553488146477e-4,198,2020-W41
2020-10-18,Russia,7.130154472360755e-4,218,2020-W42
2020-10-25,Russia,7.179755456575034e-4,238,2020-W43
2020-11-01,Russia,7.229356440789312e-4,258,2020-W44
2020-11-08,Russia,7.593080771516041e-4,256,2020-W45
2020-11-15,Russia,7.95680510224277e-4,253,2020-W46
2020-11-22,Russia,8.320529432969499e-4,251,2020-W47
2020-11-29,Russia,8.684253763696227e-4,249,2020-W48
2020-12-06,Russia,9.173004797132508e-4,223,2020-W49
2020-12-13,Russia,9.71176651165261e-4,188,2020-W50
2020-12-20,Russia,0.001025052822617271,152,2020-W51
2020-12-27,Russia,0.0010789289940692811,117,2020-W52
2021-01-03,Russia,0.001147995787994358,101,2021-W01
2021-01-10,Russia,0.0012550391381021013,131,2021-W02
2021-01-17,Russia,0.0013620824882098444,161,2021-W03
2021-01-24,Russia,0.0014691258383175878,191,2021-W04
2021-01-31,Russia,0.001576169188425331,221,2021-W05
2021-02-07,Russia,0.0016536751518764544,215,2021-W06
2021-02-14,Russia,0.0017262582175514743,204,2021-W07
2021-02-21,Russia,0.0017988412832264944,193,2021-W08
2021-02-28,Russia,0.0018714243489015142,182,2021-W09
2021-03-07,Russia,0.00197573759827746,176,2021-W10
2021-03-14,Russia,0.00208533921160356,170,2021-W11
2021-03-21,Russia,0.00219494082492966,165,2021-W12
2021-03-28,Russia,0.0023045424382557604,160,2021-W13
2021-04-04,Russia,0.002342611862694778,179,2021-W14
2021-04-11,Russia,0.0022853050352843536,230,2021-W15
2021-04-18,Russia,0.0022279982078739287,281,2021-W16
2021-04-25,Russia,0.0021706913804635042,332,2021-W17
2021-05-02,Russia,0.002077211178857724,375,2021-W18
2021-05-09,Russia,0.0017666907320798117,367,2021-W19
2021-05-16,Russia,0.0014561702853018994,360,2021-W20
2021-05-23,Russia,0.0011456498385239871,352,2021-W21
2021-05-30,Russia,8.351293917460748e-4,344,2021-W22
2021-06-06,Russia,7.115205402412937e-4,322,2021-W23
2021-06-13,Russia,6.626763268457653e-4,293,2021-W24
2021-06-20,Russia,6.138321134502368e-4,265,2021-W25
2021-06-27,Russia,5.649879000547081e-4,236,2021-W26
2021-07-04,Russia,5.233346878254583e-4,202,2021-W27
2021-07-11,Russia,4.912694771512467e-4,160,2021-W28
2021-07-18,Russia,4.5920426647703505e-4,119,2021-W29
2021-07-25,Russia,4.2713905580282334e-4,77,2021-W30
2021-08-01,Russia,3.950738451286117e-4,35,2021-W31
2021-08-08,Russia,4.874418464625636e-4,52,2021-W32
2021-08-15,Russia,5.798098477965154e-4,68,2021-W33
2021-08-22,Russia,6.721778491304673e-4,85,2021-W34
2021-08-29,Russia,7.645458504644192e-4,102,2021-W35
2021-09-05,Russia,7.943576962418924e-4,153,2021-W36
2021-09-12,Russia,7.772524253520064e-4,230,2021-W37
2021-09-19,Russia,7.601471544621205e-4,306,2021-W38
2021-09-26,Russia,7.430418835722345e-4,383,2021-W39
2021-10-03,Russia,7.367648747500948e-4,431,2021-W40
2021-10-10,Russia,7.575585210973208e-4,408,2021-W41
2021-10-17,Russia,7.783521674445466e-4,385,2021-W42
2021-10-24,Russia,7.991458137917724e-4,362,2021-W43
2021-10-31,Russia,8.199394601389982e-4,339,2021-W44
2021-11-07,Russia,0.00146120963474493,325,2021-W45
2021-11-14,Russia,0.0022058925640606455,311,2021-W46
2021-11-21,Russia,0.0029505754933763615,298,2021-W47
2021-11-28,Russia,0.0036952584226920774,285,2021-W48
2021-12-05,Russia,0.004074797305755087,311,2021-W49
2021-12-12,Russia,0.004180478154128566,366,2021-W50
2021-12-19,Russia,0.004286159002502045,422,2021-W51
2021-12-26,Russia,0.004391839850875524,477,2021-W52
2022-01-02,Russia,0.004416747605518771,518,2022-W01
2022-01-09,Russia,0.0039570167977806174,473,2022-W02
2022-01-16,Russia,0.0034972859900424644,427,2022-W03
2022-01-23,Russia,0.0030375551823043113,381,2022-W04
2022-01-30,Russia,0.002577824374566158,335,2022-W05
2022-02-06,Russia,0.0024712754236054964,283,2022-W06
2022-02-13,Russia,0.0025059992153558313,229,2022-W07
2022-02-20,Russia,0.0025407230071061663,174,2022-W08
2022-02-27,Russia,0.0025754467988565012,120,2022-W09
2022-03-06,Russia,0.002753260101779351,90,2022-W10
2022-03-13,Russia,0.002988309209171207,71,2022-W11
2022-03-20,Russia,0.003223358316563063,51,2022-W12
2022-03-27,Russia,0.003458407423954919,32,2022-W13
2022-04-03,Russia,0.00350943708839898,21,2022-W14
2022-04-10,Russia,0.0031004181454735553,32,2022-W15
2022-04-17,Russia,0.00269139920254813,44,2022-W16
2022-04-24,Russia,0.002282380259622705,55,2022-W17
2022-05-01,Russia,0.00187336131669728,66,2022-W18
2022-05-08,Russia,0.001985682462371852,58,2022-W19
2022-05-15,Russia,0.0020980036080464246,50,2022-W20
2022-05-22,Russia,0.0022103247537209967,42,2022-W21
2022-05-29,Russia,0.002322645899395569,33,2022-W22
2022-06-05,Russia,0.0021291490612062383,92,2022-W23
2022-06-12,Russia,0.0017062887351189811,200,2022-W24
2022-06-19,Russia,0.0012834284090317237,309,2022-W25
2022-06-26,Russia,8.605680829444661e-4,418,2022-W26
2022-07-03,Russia,5.449525423498605e-4,511,2022-W27
2022-07-10,Russia,4.974489654868839e-4,568,2022-W28
2022-07-17,Russia,4.4994538862390735e-4,624,2022-W29
2022-07-24,Russia,4.0244181176093074e-4,680,2022-W30
2022-07-31,Russia,3.549382348979542e-4,737,2022-W31
2022-08-07,Russia,4.0919861286849277e-4,726,2022-W32
2022-08-14,Russia,4.804196499779505e-4,704,2022-W33
2022-08-21,Russia,5.516406870874083e-4,682,2022-W34
2022-08-28,Russia,6.22861724196866e-4,660,2022-W35
2022-09-04,Russia,6.84332501655361e-4,670,2022-W36
2022-09-11,Russia,7.328029329125721e-4,723,2022-W37
2022-09-18,Russia,7.812733641697833e-4,777,2022-W38
2022-09-25,Russia,8.297437954269944e-4,830,2022-W39
2022-10-02,Russia,8.975394897803475e-4,871,2022-W40
2022-10-09,Russia,0.0010812867627105528,839,2022-W41
2022-10-16,Russia,0.001265034035640758,807,2022-W42
2022-10-23,Russia,0.0014487813085709632,775,2022-W43
2022-10-30,Russia,0.0016325285815011685,743,2022-W44
2022-11-06,Russia,0.0017458732762284132,698,2022-W45
2022-11-13,Russia,0.001831056939674474,647,2022-W46
2022-11-20,Russia,0.0019162406031205347,596,2022-W47
2022-11-27,Russia,0.002001424266566595,545,2022-W48
2022-12-04,Russia,0.0021367328541715873,490,2022-W49
2022-12-11,Russia,0.0023388746739884878,428,2022-W50
2022-12-18,Russia,0.0025410164938053886,366,2022-W51
2022-12-25,Russia,0.0027431583136222895,305,2022-W52
2023-01-01,Russia,0.00294530013343919,243,2023-W01
2023-01-08,Russia,0.0030758573049468898,251,2023-W02
2023-01-15,Russia,0.00320641447645459,260,2023-W03
2023-01-22,Russia,0.00333697164796229,268,2023-W04
2023-01-29,Russia,0.0034675288194699902,276,2023-W05
2023-02-05,Russia,0.003303873904078327,293,2023-W06
2023-02-12,Russia,0.002919559923512142,317,2023-W07
2023-02-19,Russia,0.0025352459429459568,340,2023-W08
2023-02-26,Russia,0.0021509319623797723,363,2023-W09
2023-03-05,Russia,0.0019258158438583512,370,2023-W10
2023-03-12,Russia,0.0018200981218705035,365,2023-W11
2023-03-19,Russia,0.0017143803998826558,360,2023-W12
2023-03-26,Russia,0.0016086626778948083,354,2023-W13
2023-04-02,Russia,0.0015070122051199807,347,2023-W14
2023-04-09,Russia,0.0014297652276232754,329,2023-W15
2023-04-16,Russia,0.00135251825012657,310,2023-W16
2023-04-23,Russia,0.0012752712726298648,291,2023-W17
2023-04-30,Russia,0.0011980242951331595,273,2023-W18
2023-05-07,Russia,0.001158581875124405,250,2023-W19
2023-05-14,Russia,0.0011254402146969756,226,2023-W20
2023-05-21,Russia,0.0010922985542695463,202,2023-W21
2023-05-28,Russia,0.0010591568938421168,179,2023-W22
2023-06-04,Russia,0.001112368100347859,157,2023-W23
2023-06-11,Russia,0.0012807164627644967,139,2023-W24
2023-06-18,Russia,0.0014490648251811343,120,2023-W25
2023-06-25,Russia,0.001617413187597772,102,2023-W26
2023-07-02,Russia,0.0017664696137823226,87,2023-W27
2023-07-09,Russia,0.0017997744225743506,97,2023-W28
2023-07-16,Russia,0.0018330792313663788,107,2023-W29
2023-07-23,Russia,0.0018663840401584068,117,2023-W30
2023-07-30,Russia,0.001899688848950435,126,2023-W31
2023-08-06,Russia,0.0018818376535902532,211,2023-W32
2023-08-13,Russia,0.0018435240565691877,325,2023-W33
2023-08-20,Russia,0.0018052104595481224,439,2023-W34
2023-08-27,Russia,0.001766896862527057,553,2023-W35
2023-09-03,Russia,0.0017444493531424087,648,2023-W36
2023-09-10,Russia,0.001761667062848804,694,2023-W37
2023-09-17,Russia,0.0017788847725551994,741,2023-W38
2023-09-24,Russia,0.0017961024822615947,787,2023-W39
2023-10-01,Russia,0.00181332019196799,833,2023-W40
2023-10-08,Russia,0.001856703166356064,848,2023-W41
2023-10-15,Russia,0.0019000861407441377,862,2023-W42
2023-10-22,Russia,0.0019434691151322117,877,2023-W43
2023-10-29,Russia,0.0019868520895202856,892,2023-W44
2023-11-05,Russia,0.002156852638277612,872,2023-W45
2023-11-12,Russia,0.002421816367811878,826,2023-W46
2023-11-19,Russia,0.002686780097346144,781,2023-W47
2023-11-26,Russia,0.00295174382688041,736,2023-W48
2023-12-03,Russia,0.003224814352082754,692,2023-W49
2023-12-10,Russia,0.0035181518664552935,655,2023-W50
2023-12-17,Russia,0.003811489380827833,618,2023-W51
2023-12-24,Russia,0.004104826895200373,581,2023-W52
2023-12-31,Russia,0.004398164409572913,543,2023-W53
2024-01-07,Russia,0.004102451042354935,548,2024-W01
2024-01-14,Russia,0.0037085625282052043,560,2024-W02
2024-01-21,Russia,0.003314674014055474,572,2024-W03
2024-01-28,Russia,0.002920785499905743,584,2024-W04
2024-02-04,Russia,0.0026463348950992592,577,2024-W05
2024-02-11,Russia,0.0025311348360837708,544,2024-W06
2024-02-18,Russia,0.0024159347770682828,511,2024-W07
2024-02-25,Russia,0.0023007347180527943,478,2024-W08
2024-03-03,Russia,0.0021779756499586953,458,2024-W09
2024-03-10,Russia,0.0020363190591680697,473,2024-W10
2024-03-17,Russia,0.0018946624683774437,488,2024-W11
2024-03-24,Russia,0.001753005877586818,503,2024-W12
2024-03-31,Russia,0.0016113492867961922,518,2024-W13
2024-04-07,Russia,0.001484525812282768,523,2024-W14
2024-04-14,Russia,0.001360174523815544,526,2024-W15
2024-04-21,Russia,0.0012358232353483199,529,2024-W16
2024-04-28,Russia,0.0011114719468810958,532,2024-W17
2024-05-05,Russia,0.0010611096991548826,506,2024-W18
2024-05-12,Russia,0.001066239231984427,457,2024-W19
2024-05-19,Russia,0.0010713687648139715,409,2024-W20
2024-05-26,Russia,0.0010764982976435161,361,2024-W21
2024-06-02,Russia,0.0011021712732565097,316,2024-W22
2024-06-09,Russia,0.0012511049055701974,289,2024-W23
2024-06-16,Russia,0.0014000385378838852,262,2024-W24
2024-06-23,Russia,0.0015489721701975726,235,2024-W25
2024-06-30,Russia,0.0016979058025112603,208,2024-W26
2024-07-07,Russia,0.0017110300826053751,238,2024-W27
2024-07-14,Russia,0.0017015194706628946,277,2024-W28
2024-07-21,Russia,0.0016920088587204138,317,2024-W29
2024-07-28,Russia,0.001682498246777933,356,2024-W30
2024-08-04,Russia,0.001685925840921256,378,2024-W31
2024-08-11,Russia,0.001706604376512317,375,2024-W32
2024-08-18,Russia,0.001727282912103378,372,2024-W33
2024-08-25,Russia,0.001747961447694439,369,2024-W34
2024-09-01,Russia,0.0017686399832855,366,2024-W35
2024-09-08,Russia,0.0017262008396062272,297,2024-W36
2024-09-15,Russia,0.0016837616959269545,227,2024-W37
2024-09-22,Russia,0.001641322552247682,158,2024-W38
2024-09-29,Russia,0.0015988834085684093,89,2024-W39
2024-10-06,Russia,0.001640453310786013,97,2024-W40
2024-10-13,Russia,0.0017156268313623677,137,2024-W41
2024-10-20,Russia,0.0017908003519387222,177,2024-W42
2024-10-27,Russia,0.0018659738725150766,217,2024-W43
2024-11-03,Russia,0.0019481211024624707,234,2024-W44
2024-11-10,Russia,0.002047702605837463,197,2024-W45
2024-11-17,Russia,0.0021472841092124552,160,2024-W46
2024-11-24,Russia,0.0022468656125874476,122,2024-W47
2024-12-01,Russia,0.00234644711596244,85,2024-W48
2024-12-08,Russia,0.0026716548246677827,69,2024-W49
2024-12-15,Russia,0.002996862533373125,52,2024-W50
2024-12-22,Russia,0.0033220702420784674,36,2024-W51
2024-12-29,Russia,0.00364727795078381,20,2024-W52
2025-01-05,Russia,0.0034837458404634717,23,2025-W01
2025-01-12,Russia,0.002953658865873872,41,2025-W02
2025-01-19,Russia,0.0024235718912842723,58,2025-W03
2025-01-26,Russia,0.0018934849166946726,76,2025-W04
2020-03-01,South Africa,2.2918457881037287e-4,30,2020-W09
2020-03-08,South Africa,2.2152569221123959e-4,58,2020-W10
2020-03-15,South Africa,2.1386680561210627e-4,86,2020-W11
2020-03-22,South Africa,2.0620791901297298e-4,114,2020-W12
2020-03-29,South Africa,1.985490324138397e-4,142,2020-W13
2020-04-05,South Africa,1.986257876579639e-4,170,2020-W14
2020-04-12,South Africa,2.0450427428453128e-4,198,2020-W15
2020-04-19,South Africa,2.1038276091109862e-4,226,2020-W16
2020-04-26,South Africa,2.16261247537666e-4,254,2020-W17
2020-05-03,South Africa,2.3580016427034408e-4,273,2020-W18
2020-05-10,South Africa,2.89490156268299e-4,270,2020-W19
2020-05-17,South Africa,3.43180148266254e-4,267,2020-W20
2020-05-24,South Africa,3.968701402642089e-4,264,2020-W21
2020-05-31,South Africa,4.505601322621638e-4,261,2020-W22
2020-06-07,South Africa,4.439620412304967e-4,367,2020-W23
2020-06-14,South Africa,4.2731593636055934e-4,490,2020-W24
2020-06-21,South Africa,4.106698314906219e-4,613,2020-W25
2020-06-28,South Africa,3.940237266206845e-4,736,2020-W26
2020-07-05,South Africa,3.9971426681514985e-4,731,2020-W27
2020-07-12,South Africa,4.2215729080791723e-4,629,2020-W28
2020-07-19,South Africa,4.446003148006846e-4,527,2020-W29
2020-07-26,South Africa,4.6704333879345205e-4,425,2020-W30
2020-08-02,South Africa,4.8631074101368487e-4,339,2020-W31
2020-08-09,South Africa,4.8652441259871047e-4,349,2020-W32
2020-08-16,South Africa,4.86738084183736e-4,359,2020-W33
2020-08-23,South Africa,4.8695175576876155e-4,369,2020-W34
2020-08-30,South Africa,4.871654273537871e-4,379,2020-W35
2020-09-06,South Africa,5.500634598108539e-4,382,2020-W36
2020-09-13,South Africa,6.380352366167373e-4,382,2020-W37
2020-09-20,South Africa,7.260070134226206e-4,381,2020-W38
2020-09-27,South Africa,8.139787902285041e-4,381,2020-W39
2020-10-04,South Africa,9.062605069974489e-4,364,2020-W40
2020-10-11,South Africa,0.0010042888103838092,325,2020-W41
2020-10-18,South Africa,0.0011023171137701693,286,2020-W42
2020-10-25,South Africa,0.0012003454171565296,247,2020-W43
2020-11-01,South Africa,0.00129837372054289,208,2020-W44
2020-11-08,South Africa,0.001195034890083929,214,2020-W45
2020-11-15,South Africa,0.0010916960596249682,219,2020-W46
2020-11-22,South Africa,9.883572291660076e-4,225,2020-W47
2020-11-29,South Africa,8.850183987070468e-4,230,2020-W48
2020-12-06,South Africa,8.609662836662026e-4,220,2020-W49
2020-12-13,South Africa,8.686288547926052e-4,204,2020-W50
2020-12-20,South Africa,8.762914259190077e-4,188,2020-W51
2020-12-27,South Africa,8.839539970454102e-4,172,2020-W52
2021-01-03,South Africa,9.200156691972063e-4,155,2021-W01
2021-01-10,South Africa,0.0010270750939124862,136,2021-W02
2021-01-17,South Africa,0.001134134518627766,118,2021-W03
2021-01-24,South Africa,0.0012411939433430458,99,2021-W04
2021-01-31,South Africa,0.0013482533680583258,81,2021-W05
2021-02-07,South Africa,0.0013741367988459878,89,2021-W06
2021-02-14,South Africa,0.0013864908973123804,101,2021-W07
2021-02-21,South Africa,0.0013988449957787728,114,2021-W08
2021-02-28,South Africa,0.0014111990942451654,126,2021-W09
2021-03-07,South Africa,0.0014523140113862094,133,2021-W10
2021-03-14,South Africa,0.0014982223983063619,138,2021-W11
2021-03-21,South Africa,0.0015441307852265146,143,2021-W12
2021-03-28,South Africa,0.001590039172146667,149,2021-W13
2021-04-04,South Africa,0.001688148649678611,163,2021-W14
2021-04-11,South Africa,0.00185585958135961,190,2021-W15
2021-04-18,South Africa,0.002023570513040609,216,2021-W16
2021-04-25,South Africa,0.002191281444721608,242,2021-W17
2021-05-02,South Africa,0.0023219672309177006,271,2021-W18
2021-05-09,South Africa,0.002230502144204355,312,2021-W19
2021-05-16,South Africa,0.0021390370574910097,353,2021-W20
2021-05-23,South Africa,0.002047571970777664,393,2021-W21
2021-05-30,South Africa,0.0019561068840643187,434,2021-W22
2021-06-06,South Africa,0.0017427597296919854,444,2021-W23
2021-06-13,South Africa,0.001480659748256057,442,2021-W24
2021-06-20,South Africa,0.0012185597668201288,439,2021-W25
2021-06-27,South Africa,9.564597853842004e-4,436,2021-W26
2021-07-04,South Africa,8.043492184601535e-4,430,2021-W27
2021-07-11,South Africa,7.988912042186152e-4,420,2021-W28
2021-07-18,South Africa,7.93433189977077e-4,409,2021-W29
2021-07-25,South Africa,7.879751757355386e-4,399,2021-W30
2021-08-01,South Africa,7.825171614940004e-4,388,2021-W31
2021-08-08,South Africa,8.225246266496803e-4,389,2021-W32
2021-08-15,South Africa,8.625320918053602e-4,391,2021-W33
2021-08-22,South Africa,9.025395569610401e-4,392,2021-W34
2021-08-29,South Africa,9.4254702211672e-4,393,2021-W35
2021-09-05,South Africa,0.0010092970647610285,377,2021-W36
2021-09-12,South Africa,0.0010961040405218084,346,2021-W37
2021-09-19,South Africa,0.0011829110162825886,316,2021-W38
2021-09-26,South Africa,0.0012697179920433685,286,2021-W39
