week,country,nucleotide_diversity,sample_size,year_week
2022-09-11,Singapore,0.00262061254320174,975,2022-W37
2022-09-18,Singapore,0.002602395813256018,969,2022-W38
2022-09-25,Singapore,0.002584179083310296,963,2022-W39
2022-10-02,Singapore,0.002576693700686244,958,2022-W40
2022-10-09,Singapore,0.0026335964019922136,960,2022-W41
2022-10-16,Singapore,0.002690499103298183,961,2022-W42
2022-10-23,Singapore,0.002747401804604152,962,2022-W43
2022-10-30,Singapore,0.0028043045059101216,964,2022-W44
2022-11-06,Singapore,0.0028469304763807666,966,2022-W45
2022-11-13,Singapore,0.002883845754517282,970,2022-W46
2022-11-20,Singapore,0.0029207610326537972,974,2022-W47
2022-11-27,Singapore,0.002957676310790313,977,2022-W48
2022-12-04,Singapore,0.0030140397483397197,978,2022-W49
2022-12-11,Singapore,0.0030963340651063145,974,2022-W50
2022-12-18,Singapore,0.0031786283818729098,971,2022-W51
2022-12-25,Singapore,0.0032609226986395046,967,2022-W52
2023-01-01,Singapore,0.0033432170154061,964,2023-W01
2023-01-08,Singapore,0.003290258504142567,961,2023-W02
2023-01-15,Singapore,0.003237299992879034,959,2023-W03
2023-01-22,Singapore,0.003184341481615501,956,2023-W04
2023-01-29,Singapore,0.0031313829703519683,953,2023-W05
2023-02-05,Singapore,0.002942319764067537,942,2023-W06
2023-02-12,Singapore,0.002651178036517432,924,2023-W07
2023-02-19,Singapore,0.0023600363089673272,906,2023-W08
2023-02-26,Singapore,0.002068894581417222,889,2023-W09
2023-03-05,Singapore,0.001883099591535773,872,2023-W10
2023-03-12,Singapore,0.0017763146549058155,858,2023-W11
2023-03-19,Singapore,0.001669529718275858,843,2023-W12
2023-03-26,Singapore,0.0015627447816459006,828,2023-W13
2023-04-02,Singapore,0.001469032701955799,816,2023-W14
2023-04-09,Singapore,0.001453757763904832,820,2023-W15
2023-04-16,Singapore,0.001438482825853865,824,2023-W16
2023-04-23,Singapore,0.0014232078878028982,827,2023-W17
2023-04-30,Singapore,0.0014079329497519312,831,2023-W18
2023-05-07,Singapore,0.0014172390808237971,844,2023-W19
2023-05-14,Singapore,0.0014306420567494688,858,2023-W20
2023-05-21,Singapore,0.0014440450326751403,873,2023-W21
2023-05-28,Singapore,0.001457448008600812,887,2023-W22
2023-06-04,Singapore,0.001484383163526494,878,2023-W23
2023-06-11,Singapore,0.0015293612237855232,840,2023-W24
2023-06-18,Singapore,0.0015743392840445528,802,2023-W25
2023-06-25,Singapore,0.001619317344303582,763,2023-W26
2023-07-02,Singapore,0.0016603347045147895,729,2023-W27
2023-07-09,Singapore,0.001677587864439065,721,2023-W28
2023-07-16,Singapore,0.0016948410243633404,714,2023-W29
2023-07-23,Singapore,0.001712094184287616,707,2023-W30
2023-07-30,Singapore,0.0017293473442118914,699,2023-W31
2023-08-06,Singapore,0.0016803448487144556,744,2023-W32
2023-08-13,Singapore,0.0016048400910483353,810,2023-W33
2023-08-20,Singapore,0.0015293353333822148,875,2023-W34
2023-08-27,Singapore,0.0014538305757160945,941,2023-W35
2023-09-03,Singapore,0.0014068286822509553,988,2023-W36
2023-09-10,Singapore,0.001431083949288269,987,2023-W37
2023-09-17,Singapore,0.0014553392163255828,986,2023-W38
2023-09-24,Singapore,0.0014795944833628965,986,2023-W39
2023-10-01,Singapore,0.00150384975040021,985,2023-W40
2023-10-08,Singapore,0.002349808301647363,983,2023-W41
2023-10-15,Singapore,0.0031957668528945155,980,2023-W42
2023-10-22,Singapore,0.004041725404141668,978,2023-W43
2023-10-29,Singapore,0.004887683955388821,976,2023-W44
2023-11-05,Singapore,0.005062265471372067,977,2023-W45
2023-11-12,Singapore,0.0047333142109073825,980,2023-W46
2023-11-19,Singapore,0.004404362950442698,983,2023-W47
2023-11-26,Singapore,0.004075411689978013,987,2023-W48
2023-12-03,Singapore,0.0036384948396542007,988,2023-W49
2023-12-10,Singapore,0.002931664014682569,983,2023-W50
2023-12-17,Singapore,0.002224833189710937,978,2023-W51
2023-12-24,Singapore,0.0015180023647393048,973,2023-W52
2023-12-31,Singapore,8.111715397676731e-4,968,2023-W53
2024-01-07,Singapore,7.444480609615665e-4,820,2024-W01
2024-01-14,Singapore,7.844091398497139e-4,649,2024-W02
2024-01-21,Singapore,8.243702187378612e-4,477,2024-W03
2024-01-28,Singapore,8.643312976260087e-4,306,2024-W04
2024-02-04,Singapore,9.146285812149494e-4,203,2024-W05
2024-02-11,Singapore,9.78707471071615e-4,192,2024-W06
2024-02-18,Singapore,0.0010427863609282805,181,2024-W07
2024-02-25,Singapore,0.001106865250784946,170,2024-W08
2024-03-03,Singapore,0.0011382441168006911,199,2024-W09
2024-03-10,Singapore,0.0010878729232141355,329,2024-W10
2024-03-17,Singapore,0.0010375017296275796,458,2024-W11
2024-03-24,Singapore,9.87130536041024e-4,588,2024-W12
2024-03-31,Singapore,9.367593424544682e-4,717,2024-W13
2024-04-07,Singapore,9.24084947825279e-4,786,2024-W14
2024-04-14,Singapore,9.176933530223177e-4,844,2024-W15
2024-04-21,Singapore,9.113017582193562e-4,903,2024-W16
2024-04-28,Singapore,9.049101634163949e-4,961,2024-W17
2024-05-05,Singapore,9.18375982498649e-4,986,2024-W18
2024-05-12,Singapore,9.467348619948148e-4,986,2024-W19
2024-05-19,Singapore,9.750937414909806e-4,986,2024-W20
2024-05-26,Singapore,0.0010034526209871464,986,2024-W21
2024-06-02,Singapore,0.0010411142154782137,970,2024-W22
2024-06-09,Singapore,0.0011345920999386893,860,2024-W23
2024-06-16,Singapore,0.001228069984399165,750,2024-W24
2024-06-23,Singapore,0.0013215478688596407,641,2024-W25
2024-06-30,Singapore,0.0014150257533201162,531,2024-W26
2024-07-07,Singapore,0.0014275909883690475,466,2024-W27
2024-07-14,Singapore,0.0014266707818493876,408,2024-W28
2024-07-21,Singapore,0.001425750575329728,350,2024-W29
2024-07-28,Singapore,0.0014248303688100684,293,2024-W30
2024-08-04,Singapore,0.001441384110526254,260,2024-W31
2024-08-11,Singapore,0.001481236449890233,260,2024-W32
2024-08-18,Singapore,0.001521088789254212,259,2024-W33
2024-08-25,Singapore,0.001560941128618191,259,2024-W34
2024-09-01,Singapore,0.00160079346798217,259,2024-W35
2024-09-08,Singapore,0.0016204511122223596,291,2024-W36
2024-09-15,Singapore,0.0016401087564625492,322,2024-W37
2024-09-22,Singapore,0.001659766400702739,354,2024-W38
2024-09-29,Singapore,0.0016794240449429286,386,2024-W39
2024-10-06,Singapore,0.001726744403240677,383,2024-W40
2024-10-13,Singapore,0.001785129847161449,366,2024-W41
2024-10-20,Singapore,0.001843515291082221,349,2024-W42
2024-10-27,Singapore,0.001901900735002993,332,2024-W43
2024-11-03,Singapore,0.001958236821942934,329,2024-W44
2024-11-10,Singapore,0.0020094495164307983,359,2024-W45
2024-11-17,Singapore,0.002060662210918662,389,2024-W46
2024-11-24,Singapore,0.002111874905406526,419,2024-W47
2024-12-01,Singapore,0.00216308759989439,449,2024-W48
2024-12-08,Singapore,0.002184844580501841,406,2024-W49
2024-12-15,Singapore,0.002206601561109292,362,2024-W50
2024-12-22,Singapore,0.0022283585417167432,319,2024-W51
2024-12-29,Singapore,0.002250115522324194,276,2024-W52
2025-01-05,Singapore,0.002279513319791662,255,2025-W01
2025-01-12,Singapore,0.002314641729904142,252,2025-W02
2025-01-19,Singapore,0.0023497701400166226,249,2025-W03
2025-01-26,Singapore,0.0023848985501291027,246,2025-W04
2020-03-01,India,6.45305405390711e-4,167,2020-W09
2020-03-08,India,6.009855263333514e-4,235,2020-W10
2020-03-15,India,5.566656472759918e-4,303,2020-W11
2020-03-22,India,5.123457682186323e-4,371,2020-W12
2020-03-29,India,0.00046802588916127266,439,2020-W13
2020-04-05,India,4.483035043637053e-4,518,2020-W14
2020-04-12,India,4.470292402609821e-4,606,2020-W15
2020-04-19,India,4.4575497615825896e-4,694,2020-W16
2020-04-26,India,4.4448071205553576e-4,782,2020-W17
2020-05-03,India,4.447416907641955e-4,847,2020-W18
2020-05-10,India,4.4884077650131246e-4,854,2020-W19
2020-05-17,India,4.5293986223842944e-4,862,2020-W20
2020-05-24,India,4.570389479755464e-4,869,2020-W21
2020-05-31,India,4.611380337126634e-4,876,2020-W22
2020-06-07,India,4.5751911880514116e-4,831,2020-W23
2020-06-14,India,4.5261387045684575e-4,777,2020-W24
2020-06-21,India,4.477086221085503e-4,724,2020-W25
2020-06-28,India,4.4280337376025486e-4,670,2020-W26
2020-07-05,India,4.5647444433709957e-4,668,2020-W27
2020-07-12,India,4.840777541077995e-4,705,2020-W28
2020-07-19,India,5.116810638784993e-4,742,2020-W29
2020-07-26,India,5.392843736491992e-4,778,2020-W30
2020-08-02,India,5.65250072067145e-4,807,2020-W31
2020-08-09,India,5.813901023685661e-4,789,2020-W32
2020-08-16,India,5.975301326699873e-4,770,2020-W33
2020-08-23,India,6.136701629714084e-4,751,2020-W34
2020-08-30,India,6.298101932728295e-4,732,2020-W35
2020-09-06,India,6.54882682934883e-4,700,2020-W36
2020-09-13,India,6.835281563411895e-4,662,2020-W37
2020-09-20,India,7.121736297474961e-4,624,2020-W38
2020-09-27,India,7.408191031538026e-4,587,2020-W39
2020-10-04,India,7.686811501181969e-4,558,2020-W40
2020-10-11,India,7.954986284933747e-4,543,2020-W41
2020-10-18,India,8.223161068685524e-4,528,2020-W42
2020-10-25,India,8.491335852437302e-4,512,2020-W43
2020-11-01,India,8.75951063618908e-4,497,2020-W44
2020-11-08,India,9.347246687410332e-4,516,2020-W45
2020-11-15,India,9.934982738631583e-4,535,2020-W46
2020-11-22,India,0.0010522718789852835,554,2020-W47
2020-11-29,India,0.0011110454841074086,574,2020-W48
2020-12-06,India,0.0011677829375566333,581,2020-W49
2020-12-13,India,0.0012237059303366977,583,2020-W50
2020-12-20,India,0.0012796289231167624,585,2020-W51
2020-12-27,India,0.0013355519158968268,587,2020-W52
2021-01-03,India,0.001413673690088256,582,2021-W01
2021-01-10,India,0.0015472924178080963,556,2021-W02
2021-01-17,India,0.0016809111455279365,531,2021-W03
2021-01-24,India,0.0018145298732477767,506,2021-W04
2021-01-31,India,0.001948148600967617,481,2021-W05
2021-02-07,India,0.0020140727763726055,472,2021-W06
2021-02-14,India,0.0020687145263917858,467,2021-W07
2021-02-21,India,0.0021233562764109656,462,2021-W08
2021-02-28,India,0.002177998026430146,457,2021-W09
2021-03-07,India,0.0020806000037399994,446,2021-W10
2021-03-14,India,0.0019578620189316318,434,2021-W11
2021-03-21,India,0.0018351240341232646,422,2021-W12
2021-03-28,India,0.001712386049314897,410,2021-W13
2021-04-04,India,0.001570093987116401,391,2021-W14
2021-04-11,India,0.0014017298217310673,364,2021-W15
2021-04-18,India,0.0012333656563457331,337,2021-W16
2021-04-25,India,0.0010650014909603994,310,2021-W17
2021-05-02,India,9.21494292674404e-4,291,2021-W18
2021-05-09,India,9.271288969844412e-4,322,2021-W19
2021-05-16,India,9.327635012944782e-4,352,2021-W20
2021-05-23,India,9.383981056045154e-4,383,2021-W21
2021-05-30,India,9.440327099145525e-4,413,2021-W22
2021-06-06,India,9.306237077634222e-4,410,2021-W23
2021-06-13,India,9.09597263027825e-4,394,2021-W24
2021-06-20,India,8.885708182922278e-4,378,2021-W25
2021-06-27,India,8.675443735566305e-4,362,2021-W26
2021-07-04,India,8.64914165940819e-4,360,2021-W27
2021-07-11,India,8.868122744847213e-4,376,2021-W28
2021-07-18,India,9.087103830286236e-4,391,2021-W29
2021-07-25,India,9.30608491572526e-4,407,2021-W30
2021-08-01,India,9.525066001164284e-4,423,2021-W31
2021-08-08,India,9.845630166153347e-4,425,2021-W32
2021-08-15,India,0.0010166194331142407,426,2021-W33
2021-08-22,India,0.001048675849613147,428,2021-W34
2021-08-29,India,0.001080732266112053,429,2021-W35
2021-09-05,India,0.0010958088579080313,431,2021-W36
2021-09-12,India,0.0010981505811768137,434,2021-W37
2021-09-19,India,0.0011004923044455961,437,2021-W38
2021-09-26,India,0.0011028340277143783,439,2021-W39
2021-10-03,India,0.0011169155518480575,437,2021-W40
2021-10-10,India,0.0011603465781439785,425,2021-W41
2021-10-17,India,0.0012037776044398994,412,2021-W42
2021-10-24,India,0.0012472086307358204,399,2021-W43
2021-10-31,India,0.0012906396570317414,387,2021-W44
2021-11-07,India,0.002000350171141454,377,2021-W45
2021-11-14,India,0.0028211072665534657,367,2021-W46
2021-11-21,India,0.0036418643619654766,358,2021-W47
2021-11-28,India,0.004462621457377488,348,2021-W48
2021-12-05,India,0.0044380100976896,339,2021-W49
2021-12-12,India,0.0037793723966767882,329,2021-W50
2021-12-19,India,0.003120734695663976,320,2021-W51
2021-12-26,India,0.002462096994651165,310,2021-W52
2022-01-02,India,0.001858342102329856,305,2022-W01
2022-01-09,India,0.0015838840621575673,324,2022-W02
2022-01-16,India,0.0013094260219852784,344,2022-W03
2022-01-23,India,0.0010349679818129898,363,2022-W04
2022-01-30,India,7.605099416407013e-4,382,2022-W05
2022-02-06,India,7.393226736906145e-4,369,2022-W06
2022-02-13,India,8.194437146294088e-4,343,2022-W07
2022-02-20,India,8.995647555682031e-4,317,2022-W08
2022-02-27,India,9.796857965069972e-4,290,2022-W09
2022-03-06,India,0.0010048227488502713,309,2022-W10
2022-03-13,India,0.001007966065755337,345,2022-W11
2022-03-20,India,0.001011109382660403,380,2022-W12
2022-03-27,India,0.0010142526995654687,416,2022-W13
2022-04-03,India,0.0010410309437476927,441,2022-W14
2022-04-10,India,0.0011268965061228121,438,2022-W15
2022-04-17,India,0.0012127620684979313,435,2022-W16
2022-04-24,India,0.0012986276308730507,432,2022-W17
2022-05-01,India,0.00138449319324817,429,2022-W18
2022-05-08,India,0.0014139649867066855,428,2022-W19
2022-05-15,India,0.001443436780165201,427,2022-W20
2022-05-22,India,0.0014729085736237164,426,2022-W21
2022-05-29,India,0.001502380367082232,425,2022-W22
2022-06-05,India,0.0015944934825255208,418,2022-W23
2022-06-12,India,0.0017335875894573893,406,2022-W24
2022-06-19,India,0.001872681696389258,394,2022-W25
2022-06-26,India,0.002011775803321127,382,2022-W26
2022-07-03,India,0.0021347631926580883,371,2022-W27
2022-07-10,India,0.002217483788007781,360,2022-W28
2022-07-17,India,0.0023002043833574744,350,2022-W29
2022-07-24,India,0.0023829249787071676,339,2022-W30
2022-07-31,India,0.002465645574056861,329,2022-W31
2022-08-07,India,0.0024076944346776217,353,2022-W32
2022-08-14,India,0.002326298006176894,384,2022-W33
2022-08-21,India,0.0022449015776761666,415,2022-W34
2022-08-28,India,0.0021635051491754385,445,2022-W35
2022-09-04,India,0.002154318554786255,464,2022-W36
2022-09-11,India,0.0022414117392124634,465,2022-W37
2022-09-18,India,0.0023285049236386715,466,2022-W38
2022-09-25,India,0.0024155981080648797,468,2022-W39
2022-10-02,India,0.0024863222894719477,461,2022-W40
2022-10-09,India,0.002458832452764172,408,2022-W41
2022-10-16,India,0.002431342616056396,354,2022-W42
2022-10-23,India,0.00240385277934862,301,2022-W43
2022-10-30,India,0.0023763629426408446,247,2022-W44
2022-11-06,India,0.0026782070087100433,255,2022-W45
2022-11-13,India,0.003111784635890032,288,2022-W46
2022-11-20,India,0.0035453622630700204,321,2022-W47
2022-11-27,India,0.003978939890250009,353,2022-W48
2022-12-04,India,0.004214620464861027,362,2022-W49
2022-12-11,India,0.004186438302713418,337,2022-W50
2022-12-18,India,0.004158256140565809,313,2022-W51
2022-12-25,India,0.0041300739784181995,289,2022-W52
2023-01-01,India,0.00410189181627059,265,2023-W01
2023-01-08,India,0.0038493014277220434,248,2023-W02
2023-01-15,India,0.0035967110391734967,230,2023-W03
2023-01-22,India,0.0033441206506249497,213,2023-W04
2023-01-29,India,0.003091530262076403,195,2023-W05
2023-02-05,India,0.002829256180915773,217,2023-W06
2023-02-12,India,0.00255971933029608,267,2023-W07
2023-02-19,India,0.002290182479676388,317,2023-W08
2023-02-26,India,0.0020206456290566954,367,2023-W09
2023-03-05,India,0.0018874781789786784,370,2023-W10
2023-03-12,India,0.001856587779306918,336,2023-W11
2023-03-19,India,0.0018256973796351578,302,2023-W12
2023-03-26,India,0.0017948069799633972,269,2023-W13
2023-04-02,India,0.0017797484500952816,239,2023-W14
2023-04-09,India,0.0018596811390490333,229,2023-W15
2023-04-16,India,0.001939613828002785,220,2023-W16
2023-04-23,India,0.0020195465169565367,210,2023-W17
2023-04-30,India,0.0020994792059102884,200,2023-W18
2023-05-07,India,0.002245979945989628,167,2023-W19
2023-05-14,India,0.002403575361256566,130,2023-W20
2023-05-21,India,0.0025611707765235037,93,2023-W21
2023-05-28,India,0.0027187661917904412,55,2023-W22
2023-06-04,India,0.002704635256086636,36,2023-W23
2023-06-11,India,0.00246153585242184,40,2023-W24
2023-06-18,India,0.0022184364487570444,44,2023-W25
2023-06-25,India,0.0019753370450922483,48,2023-W26
2023-07-02,India,0.0017851796391840729,51,2023-W27
2023-07-09,India,0.0019126742198156232,49,2023-W28
2023-07-16,India,0.0020401688004471736,48,2023-W29
2023-07-23,India,0.002167663381078724,47,2023-W30
2023-07-30,India,0.002295157961710274,45,2023-W31
2023-08-06,India,0.0023400032833482617,40,2023-W32
2023-08-13,India,0.002351788901388824,33,2023-W33
2023-08-20,India,0.002363574519429386,27,2023-W34
2023-08-27,India,0.002375360137469948,20,2023-W35
2023-09-03,India,0.002339389623427816,17,2023-W36
2023-09-10,India,0.002184028779178947,25,2023-W37
2023-09-17,India,0.002028667934930078,33,2023-W38
2023-09-24,India,0.001873307090681209,40,2023-W39
2023-10-01,India,0.00171794624643234,48,2023-W40
2023-10-08,India,0.0020270652760033927,45,2023-W41
2023-10-15,India,0.002336184305574445,42,2023-W42
2023-10-22,India,0.0026453033351454976,39,2023-W43
2023-10-29,India,0.0029544223647165503,35,2023-W44
2023-11-05,India,0.0028850950130420794,85,2023-W45
2023-11-12,India,0.002531932875433466,176,2023-W46
2023-11-19,India,0.002178770737824852,266,2023-W47
2023-11-26,India,0.0018256086002162383,356,2023-W48
2023-12-03,India,0.0015680075650213025,412,2023-W49
2023-12-10,India,0.0015493092858605616,383,2023-W50
2023-12-17,India,0.0015306110066998207,354,2023-W51
2023-12-24,India,0.0015119127275390798,326,2023-W52
2023-12-31,India,0.0014932144483783387,297,2023-W53
2024-01-07,India,0.0015202791079000739,245,2024-W01
2024-01-14,India,0.0015549709238688884,189,2024-W02
2024-01-21,India,0.001589662739837703,133,2024-W03
2024-01-28,India,0.0016243545558065173,77,2024-W04
2024-02-04,India,0.0016362144838031572,54,2024-W05
2024-02-11,India,0.0016176318945035641,76,2024-W06
2024-02-18,India,0.001599049305203971,98,2024-W07
2024-02-25,India,0.0015804667159043779,119,2024-W08
2024-03-03,India,0.001535861037638538,127,2024-W09
2024-03-10,India,0.0014261976369570814,100,2024-W10
2024-03-17,India,0.0013165342362756246,73,2024-W11
2024-03-24,India,0.0012068708355941677,46,2024-W12
2024-03-31,India,0.0010972074349127109,19,2024-W13
2024-04-07,India,0.001133192376697055,17,2024-W14
2024-04-14,India,0.0011934520422256993,19,2024-W15
2024-04-21,India,0.0012537117077543436,21,2024-W16
2024-04-28,India,0.0013139713732829878,23,2024-W17
2024-05-05,India,0.0013742310388116321,25,2024-W18
2024-05-12,India,0.0014344907043402763,27,2024-W19
2024-05-19,India,0.0014947503698689206,29,2024-W20
2024-05-26,India,0.001555010035397565,31,2024-W21
2024-06-02,India,0.0016299816574389973,33,2024-W22
2024-06-09,India,0.0017932250185571587,31,2024-W23
2024-06-16,India,0.00195646837967532,30,2024-W24
2024-06-23,India,0.002119711740793481,29,2024-W25
2024-06-30,India,0.0022829551019116425,27,2024-W26
2024-07-07,India,0.0024536717741259683,25,2024-W27
2024-07-14,India,0.0026256339981896547,22,2024-W28
2024-07-21,India,0.002797596222253341,20,2024-W29
2024-07-28,India,0.0029695584463170274,17,2024-W30
2024-08-04,India,0.0030524046342084495,16,2024-W31
2024-08-11,India,0.0030164294405368524,15,2024-W32
2024-08-18,India,0.0029804542468652552,15,2024-W33
2024-08-25,India,0.002944479053193658,15,2024-W34
2024-09-01,India,0.002908503859522061,14,2024-W35
2024-09-08,India,0.002872528665850464,14,2024-W36
2024-09-15,India,0.0028365534721788667,14,2024-W37
2024-09-22,India,0.0028005782785072695,13,2024-W38
2024-09-29,India,0.0027646030848356724,13,2024-W39
2024-10-06,India,0.0027286278911640752,12,2024-W40
2024-10-13,India,0.002692652697492478,12,2024-W41
2024-10-20,India,0.0026566775038208805,12,2024-W42
2024-10-27,India,0.0026207023101492834,11,2024-W43
2024-11-03,India,0.002584727116477686,11,2024-W44
2024-11-10,India,0.002548751922806089,11,2024-W45
2024-11-17,India,0.002512776729134492,10,2024-W46
2024-11-24,India,0.0024768015354628948,10,2024-W47
2024-12-01,India,0.0024408263417912976,9,2024-W48
2024-12-08,India,0.0024048511481197005,9,2024-W49
2024-12-15,India,0.0023688759544481033,9,2024-W50
2024-12-22,India,0.002332900760776506,8,2024-W51
2024-12-29,India,0.002296925567104909,8,2024-W52
2025-01-05,India,0.002260950373433312,7,2025-W01
2025-01-12,India,0.0022249751797617148,7,2025-W02
2025-01-19,India,0.002188999986090117,7,2025-W03
2025-01-26,India,0.0021530247924185205,6,2025-W04
2019-12-29,USA,0.00153124144931158,40,2019-W52
2020-01-05,USA,0.0016270776379869658,54,2020-W01
2020-01-12,USA,0.0017947909681688909,80,2020-W02
2020-01-19,USA,0.001962504298350816,105,2020-W03
2020-01-26,USA,0.002130217628532741,130,2020-W04
2020-02-02,USA,0.0022033105910690357,176,2020-W05
2020-02-09,USA,0.0017086813477315463,345,2020-W06
2020-02-16,USA,0.001214052104394057,513,2020-W07
2020-02-23,USA,7.19422861056568e-4,682,2020-W08
2020-03-01,USA,2.2479361771907873e-4,850,2020-W09
2020-03-08,USA,2.23030919772604e-4,831,2020-W10
2020-03-15,USA,2.2126822182612932e-4,813,2020-W11
2020-03-22,USA,2.195055238796546e-4,794,2020-W12
2020-03-29,USA,2.177428259331799e-4,775,2020-W13
2020-04-05,USA,2.2344580570651435e-4,765,2020-W14
2020-04-12,USA,2.347480437697057e-4,761,2020-W15
2020-04-19,USA,2.46050281832897e-4,757,2020-W16
2020-04-26,USA,2.5735251989608834e-4,753,2020-W17
2020-05-03,USA,2.699476913092025e-4,748,2020-W18
2020-05-10,USA,2.857751960971239e-4,742,2020-W19
2020-05-17,USA,3.0160270088504525e-4,735,2020-W20
2020-05-24,USA,3.174302056729666e-4,728,2020-W21
2020-05-31,USA,3.332577104608879e-4,722,2020-W22
2020-06-07,USA,3.4728212185304976e-4,712,2020-W23
2020-06-14,USA,3.6100601767925165e-4,702,2020-W24
2020-06-21,USA,3.747299135054535e-4,691,2020-W25
2020-06-28,USA,3.884538093316554e-4,680,2020-W26
2020-07-05,USA,4.0612570086209283e-4,678,2020-W27
2020-07-12,USA,4.2675858917070697e-4,681,2020-W28
2020-07-19,USA,4.4739147747932106e-4,685,2020-W29
2020-07-26,USA,4.680243657879352e-4,688,2020-W30
2020-08-02,USA,4.889368589850619e-4,691,2020-W31
2020-08-09,USA,5.115269815132649e-4,692,2020-W32
2020-08-16,USA,5.341171040414677e-4,692,2020-W33
2020-08-23,USA,5.567072265696706e-4,692,2020-W34
2020-08-30,USA,5.792973490978734e-4,693,2020-W35
2020-09-06,USA,5.80583986065033e-4,684,2020-W36
2020-09-13,USA,5.733492288077754e-4,670,2020-W37
2020-09-20,USA,5.661144715505176e-4,657,2020-W38
2020-09-27,USA,5.588797142932599e-4,644,2020-W39
2020-10-04,USA,5.558590079940542e-4,648,2020-W40
2020-10-11,USA,5.584570363055847e-4,674,2020-W41
2020-10-18,USA,5.610550646171151e-4,701,2020-W42
2020-10-25,USA,5.636530929286455e-4,728,2020-W43
2020-11-01,USA,5.662511212401759e-4,755,2020-W44
2020-11-08,USA,6.391544041234551e-4,755,2020-W45
2020-11-15,USA,7.120576870067344e-4,755,2020-W46
2020-11-22,USA,7.849609698900135e-4,755,2020-W47
2020-11-29,USA,8.578642527732927e-4,755,2020-W48
2020-12-06,USA,9.147228739981031e-4,743,2020-W49
2020-12-13,USA,9.651636305595261e-4,726,2020-W50
2020-12-20,USA,0.0010156043871209493,709,2020-W51
2020-12-27,USA,0.0010660451436823723,692,2020-W52
2021-01-03,USA,0.0011210336662976872,676,2021-W01
2021-01-10,USA,0.001187391604047732,661,2021-W02
2021-01-17,USA,0.0012537495417977767,645,2021-W03
2021-01-24,USA,0.0013201074795478216,630,2021-W04
2021-01-31,USA,0.0013864654172978663,615,2021-W05
2021-02-07,USA,0.0015226231010875585,624,2021-W06
2021-02-14,USA,0.0016704140758838585,637,2021-W07
2021-02-21,USA,0.0018182050506801585,650,2021-W08
2021-02-28,USA,0.0019659960254764584,663,2021-W09
2021-03-07,USA,0.0019779268553585323,676,2021-W10
2021-03-14,USA,0.0019672143277549023,688,2021-W11
2021-03-21,USA,0.001956501800151272,701,2021-W12
2021-03-28,USA,0.0019457892725476414,714,2021-W13
2021-04-04,USA,0.001957689119684673,724,2021-W14
2021-04-11,USA,0.001999738799809253,732,2021-W15
2021-04-18,USA,0.0020417884799338337,739,2021-W16
2021-04-25,USA,0.002083838160058414,747,2021-W17
2021-05-02,USA,0.0021427755634211283,752,2021-W18
2021-05-09,USA,0.002303039306212647,746,2021-W19
2021-05-16,USA,0.0024633030490041658,739,2021-W20
2021-05-23,USA,0.0026235667917956845,733,2021-W21
2021-05-30,USA,0.0027838305345872032,727,2021-W22
2021-06-06,USA,0.002550581931609322,716,2021-W23
2021-06-13,USA,0.00215992839032368,703,2021-W24
2021-06-20,USA,0.0017692748490380384,691,2021-W25
2021-06-27,USA,0.0013786213077523965,678,2021-W26
2021-07-04,USA,0.0011292657096099146,671,2021-W27
2021-07-11,USA,0.0010683073689916453,669,2021-W28
2021-07-18,USA,0.0010073490283733762,668,2021-W29
2021-07-25,USA,9.463906877551068e-4,667,2021-W30
2021-08-01,USA,8.854323471368376e-4,666,2021-W31
2021-08-08,USA,8.852436378894756e-4,672,2021-W32
2021-08-15,USA,8.850549286421136e-4,678,2021-W33
2021-08-22,USA,8.848662193947516e-4,684,2021-W34
2021-08-29,USA,8.846775101473897e-4,689,2021-W35
2021-09-05,USA,8.927645116446349e-4,693,2021-W36
2021-09-12,USA,9.070582962003355e-4,695,2021-W37
2021-09-19,USA,9.213520807560361e-4,697,2021-W38
2021-09-26,USA,9.356458653117368e-4,700,2021-W39
2021-10-03,USA,9.441559216237177e-4,705,2021-W40
2021-10-10,USA,9.38206657326399e-4,717,2021-W41
2021-10-17,USA,9.322573930290803e-4,729,2021-W42
2021-10-24,USA,9.263081287317616e-4,742,2021-W43
2021-10-31,USA,9.203588644344429e-4,754,2021-W44
2021-11-07,USA,0.0016923509208248548,728,2021-W45
2021-11-14,USA,0.0025939998639965553,694,2021-W46
2021-11-21,USA,0.0034956488071682555,661,2021-W47
2021-11-28,USA,0.0043972977503399565,628,2021-W48
2021-12-05,USA,0.00431688504915106,595,2021-W49
2021-12-12,USA,0.0034999261146917184,562,2021-W50
2021-12-19,USA,0.0026829671802323764,529,2021-W51
2021-12-26,USA,0.001866008245773035,496,2021-W52
2022-01-02,USA,0.0011615809389165003,469,2022-W01
2022-01-09,USA,0.0011323433976768126,476,2022-W02
2022-01-16,USA,0.0011031058564371248,483,2022-W03
2022-01-23,USA,0.0010738683151974371,491,2022-W04
2022-01-30,USA,0.0010446307739577494,498,2022-W05
2022-02-06,USA,0.0012817366204350457,533,2022-W06
2022-02-13,USA,0.0016253798219991356,579,2022-W07
2022-02-20,USA,0.0019690230235632255,625,2022-W08
2022-02-27,USA,0.0023126662251273158,671,2022-W09
2022-03-06,USA,0.0021736581513146632,694,2022-W10
2022-03-13,USA,0.0018415895673513137,709,2022-W11
2022-03-20,USA,0.0015095209833879647,723,2022-W12
